problems,artist,artist_normalized,title,date,medium,dimensions,categories,file_name,file_url,description_url
,Charles-François Daubigny,charlesfrançoisdaubigny,Dieppe,1877,oil on canvas,67 × 101 cm (26.4 × 39.8 in),Paintings by Charles-François Daubigny~Paintings in the Frick Collection~Landscape paintings of France~1870s landscape paintings~1877 paintings,images/ charlesfrançoisdaubigny_00005714.jpg,http://upload.wikimedia.org/wikipedia/commons/1/17/Charles-Fran%C3%A7ois_Daubigny_-_Dieppe_%281877%29.jpg,http://commons.wikimedia.org/wiki/File:Charles-Fran%C3%A7ois_Daubigny_-_Dieppe_(1877).jpg
,Charles-François Daubigny,charlesfrançoisdaubigny,Dieppe,1877,oil on canvas,67 × 101 cm (26.4 × 39.8 in),Paintings by Charles-François Daubigny~Paintings in the Frick Collection~Landscape paintings of France~1870s landscape paintings~1877 paintings,images/ charlesfrançoisdaubigny_00005715.jpg,http://upload.wikimedia.org/wikipedia/commons/1/17/Charles-Fran%C3%A7ois_Daubigny_-_Dieppe_%281877%29.jpg,http://commons.wikimedia.org/wiki/File:Charles-Fran%C3%A7ois_Daubigny_-_Dieppe_(1877).jpg
,Charles-François Daubigny,charlesfrançoisdaubigny,Landscape,1850-1860,oil on canvas,38.1 × 65.41 cm (15 × 25.8 in),Paintings by Charles-François Daubigny~French paintings in the Los Angeles County Museum of Art~19th-century paintings~1850s paintings~1850s landscape paintings,images/ charlesfrançoisdaubigny_00005716.jpg,http://upload.wikimedia.org/wikipedia/commons/6/62/Landscape_LACMA_AC1992.92.1.jpg,http://commons.wikimedia.org/wiki/File:Landscape_LACMA_AC1992.92.1.jpg
,Charles-François Daubigny,charlesfrançoisdaubigny,Landscape,1850-1860,oil on canvas,38.1 × 65.41 cm (15 × 25.8 in),Paintings by Charles-François Daubigny~French paintings in the Los Angeles County Museum of Art~19th-century paintings~1850s paintings~1850s landscape paintings,images/ charlesfrançoisdaubigny_00005717.jpg,http://upload.wikimedia.org/wikipedia/commons/6/62/Landscape_LACMA_AC1992.92.1.jpg,http://commons.wikimedia.org/wiki/File:Landscape_LACMA_AC1992.92.1.jpg
,Giovanni Battista Tiepolo,giovannitiepolo, Deutsch: Tod der Dido English: The Death of Dido Русский: Смерть Дидоны,mid 18th century,oil on canvas,40 × 63 cm (15.7 × 24.8 in),Mythological paintings by Giovanni Battista Tiepolo~Rococo mythological paintings~Death of Dido~Paintings from Italy in the Pushkin Museum~Paintings of suicide~Mythological paintings in Russia,images/ giovannitiepolo_00005718.jpg,http://upload.wikimedia.org/wikipedia/commons/9/9e/Giovanni_Battista_Tiepolo_088.jpg,http://commons.wikimedia.org/wiki/File:Giovanni_Battista_Tiepolo_088.jpg
,Giovanni Battista Tiepolo,giovannitiepolo, Deutsch: Tod der Dido English: The Death of Dido Русский: Смерть Дидоны,mid 18th century,oil on canvas,40 × 63 cm (15.7 × 24.8 in),Mythological paintings by Giovanni Battista Tiepolo~Rococo mythological paintings~Death of Dido~Paintings from Italy in the Pushkin Museum~Paintings of suicide~Mythological paintings in Russia,images/ giovannitiepolo_00005719.jpg,http://upload.wikimedia.org/wikipedia/commons/9/9e/Giovanni_Battista_Tiepolo_088.jpg,http://commons.wikimedia.org/wiki/File:Giovanni_Battista_Tiepolo_088.jpg
,Charles-François Daubigny,charlesfrançoisdaubigny, Deutsch: Sonnenuntergang an der Oise,1865,oil on canvas,39 × 67 cm (15.4 × 26.4 in),Realist landscape paintings~Sunsets in art~1865 paintings~Paintings by Charles-François Daubigny~Paintings of the Oise River~19th-century paintings,images/ charlesfrançoisdaubigny_00005720.jpg,http://upload.wikimedia.org/wikipedia/commons/8/89/Charles-Fran%C3%A7ois_Daubigny_007.jpg,http://commons.wikimedia.org/wiki/File:Charles-Fran%C3%A7ois_Daubigny_007.jpg
,Charles-François Daubigny,charlesfrançoisdaubigny, Deutsch: Sonnenuntergang an der Oise,1865,oil on canvas,39 × 67 cm (15.4 × 26.4 in),Realist landscape paintings~Sunsets in art~1865 paintings~Paintings by Charles-François Daubigny~Paintings of the Oise River~19th-century paintings,images/ charlesfrançoisdaubigny_00005721.jpg,http://upload.wikimedia.org/wikipedia/commons/8/89/Charles-Fran%C3%A7ois_Daubigny_007.jpg,http://commons.wikimedia.org/wiki/File:Charles-Fran%C3%A7ois_Daubigny_007.jpg
taken with camera,Rudolf Koller,rudolfkoller, Deutsch: Gotthardpost,1873,oil on canvas,117 × 100 cm (46.1 × 39.4 in),Rudolf Koller~Paintings in Kunsthaus Zürich~1873 paintings~19th-century paintings of horses~Gotthard Stagecoaches~Harnessed horses in art~Horses in history~Paintings of horse driving~Paintings of Switzerland~Pickaxe arrangement~Stagecoaches in art,images/ rudolfkoller_00005722.jpg,http://upload.wikimedia.org/wikipedia/commons/1/12/Koller_Gotthardpost_1873.jpg,http://commons.wikimedia.org/wiki/File:Koller_Gotthardpost_1873.jpg
taken with camera,Rudolf Koller,rudolfkoller, Deutsch: Gotthardpost,1873,oil on canvas,117 × 100 cm (46.1 × 39.4 in),Rudolf Koller~Paintings in Kunsthaus Zürich~1873 paintings~19th-century paintings of horses~Gotthard Stagecoaches~Harnessed horses in art~Horses in history~Paintings of horse driving~Paintings of Switzerland~Pickaxe arrangement~Stagecoaches in art,images/ rudolfkoller_00005723.jpg,http://upload.wikimedia.org/wikipedia/commons/1/12/Koller_Gotthardpost_1873.jpg,http://commons.wikimedia.org/wiki/File:Koller_Gotthardpost_1873.jpg
,Alexandre Calame,alexandrecalame,French: Chalets à Rigi Chalets at Rigi,1861,oil on canvas,40.6 × 62.2 cm (16 × 24.5 in),"Alexandre Calame~French paintings in the National Gallery, London~19th-century mountain paintings~Rigi in art~Paintings of the Swiss Alps~Landscape paintings~1861 paintings",images/ alexandrecalame_00005724.jpg,http://upload.wikimedia.org/wikipedia/commons/a/a1/Chalets_at_Rigi.jpg,http://commons.wikimedia.org/wiki/File:Chalets_at_Rigi.jpg
,Alexandre Calame,alexandrecalame,French: Chalets à Rigi Chalets at Rigi,1861,oil on canvas,40.6 × 62.2 cm (16 × 24.5 in),"Alexandre Calame~French paintings in the National Gallery, London~19th-century mountain paintings~Rigi in art~Paintings of the Swiss Alps~Landscape paintings~1861 paintings",images/ alexandrecalame_00005725.jpg,http://upload.wikimedia.org/wikipedia/commons/a/a1/Chalets_at_Rigi.jpg,http://commons.wikimedia.org/wiki/File:Chalets_at_Rigi.jpg
taken with camera,Pierre-Auguste Renoir,pierreaugusterenoir,La Femme à la perruche,1871,oil on canvas,92.1 × 65.1 cm (36.3 × 25.6 in),Paintings by Pierre-Auguste Renoir in the United States~Paintings of women by Pierre-Auguste Renoir~Portrait paintings with parrots~Portrait paintings of women with birds~1871 paintings~Thannhauser Collection,images/ pierreaugusterenoir_00005726.jpg,http://upload.wikimedia.org/wikipedia/commons/0/04/Pierre-Auguste_Renoir_-_La_Femme_%C3%A0_la_perruche.jpg,http://commons.wikimedia.org/wiki/File:Pierre-Auguste_Renoir_-_La_Femme_%C3%A0_la_perruche.jpg
taken with camera,Pierre-Auguste Renoir,pierreaugusterenoir,La Femme à la perruche,1871,oil on canvas,92.1 × 65.1 cm (36.3 × 25.6 in),Paintings by Pierre-Auguste Renoir in the United States~Paintings of women by Pierre-Auguste Renoir~Portrait paintings with parrots~Portrait paintings of women with birds~1871 paintings~Thannhauser Collection,images/ pierreaugusterenoir_00005727.jpg,http://upload.wikimedia.org/wikipedia/commons/0/04/Pierre-Auguste_Renoir_-_La_Femme_%C3%A0_la_perruche.jpg,http://commons.wikimedia.org/wiki/File:Pierre-Auguste_Renoir_-_La_Femme_%C3%A0_la_perruche.jpg
taken with camera,Pierre-Auguste Renoir,pierreaugusterenoir,Nu couché (La Boulangère),1902,oil on canvas,54 × 54.7 cm (21.3 × 21.5 in),Paintings by Pierre-Auguste Renoir in private collections~Nudes by Pierre-Auguste Renoir~Paintings of nude recumbent females~Female toplessness in paintings~Paintings of nude recumbent women on the ground outdoors~1902 paintings,images/ pierreaugusterenoir_00005728.jpg,http://upload.wikimedia.org/wikipedia/commons/6/68/Pierre-Auguste_Renoir_-_Nu_couch%C3%A9_%28La_Boulang%C3%A8re%29.jpg,http://commons.wikimedia.org/wiki/File:Pierre-Auguste_Renoir_-_Nu_couch%C3%A9_(La_Boulang%C3%A8re).jpg
taken with camera,Pierre-Auguste Renoir,pierreaugusterenoir,Nu couché (La Boulangère),1902,oil on canvas,54 × 54.7 cm (21.3 × 21.5 in),Paintings by Pierre-Auguste Renoir in private collections~Nudes by Pierre-Auguste Renoir~Paintings of nude recumbent females~Female toplessness in paintings~Paintings of nude recumbent women on the ground outdoors~1902 paintings,images/ pierreaugusterenoir_00005729.jpg,http://upload.wikimedia.org/wikipedia/commons/6/68/Pierre-Auguste_Renoir_-_Nu_couch%C3%A9_%28La_Boulang%C3%A8re%29.jpg,http://commons.wikimedia.org/wiki/File:Pierre-Auguste_Renoir_-_Nu_couch%C3%A9_(La_Boulang%C3%A8re).jpg
,Pierre-Auguste Renoir,pierreaugusterenoir,Jeune Femme cousant,1879,oil on canvas,61.5 × 50.3 cm (24.2 × 19.8 in),Paintings by Pierre-Auguste Renoir in the United States~Paintings of women by Pierre-Auguste Renoir~Paintings of women sewing indoors~Women at work in art~1879 paintings~Paintings by Pierre-Auguste Renoir in the Art Institute of Chicago,images/ pierreaugusterenoir_00005730.jpg,http://upload.wikimedia.org/wikipedia/commons/f/f6/Pierre-Auguste_Renoir_-_Jeune_Femme_cousant.jpg,http://commons.wikimedia.org/wiki/File:Pierre-Auguste_Renoir_-_Jeune_Femme_cousant.jpg
,Pierre-Auguste Renoir,pierreaugusterenoir,Jeune Femme cousant,1879,oil on canvas,61.5 × 50.3 cm (24.2 × 19.8 in),Paintings by Pierre-Auguste Renoir in the United States~Paintings of women by Pierre-Auguste Renoir~Paintings of women sewing indoors~Women at work in art~1879 paintings~Paintings by Pierre-Auguste Renoir in the Art Institute of Chicago,images/ pierreaugusterenoir_00005731.jpg,http://upload.wikimedia.org/wikipedia/commons/f/f6/Pierre-Auguste_Renoir_-_Jeune_Femme_cousant.jpg,http://commons.wikimedia.org/wiki/File:Pierre-Auguste_Renoir_-_Jeune_Femme_cousant.jpg
taken with camera,Pierre-Auguste Renoir,pierreaugusterenoir,Claude Renoir jouant,circa 1905,oil on canvas,46 × 55 cm (18.1 × 21.7 in),"Paintings of children from France~Paintings of sitting boys~Red clothing in art, male~Game piece figurines~1900s paintings~Paintings by Pierre-Auguste Renoir in the Musée de l'Orangerie~Paintings of Claude Renoir by Pierre-Auguste Renoir~Hair fashion",images/ pierreaugusterenoir_00005732.jpg,http://upload.wikimedia.org/wikipedia/commons/b/be/Pierre-Auguste_Renoir_-_Coco_jouant.jpg,http://commons.wikimedia.org/wiki/File:Pierre-Auguste_Renoir_-_Coco_jouant.jpg
taken with camera,Pierre-Auguste Renoir,pierreaugusterenoir,Claude Renoir jouant,circa 1905,oil on canvas,46 × 55 cm (18.1 × 21.7 in),"Paintings of children from France~Paintings of sitting boys~Red clothing in art, male~Game piece figurines~1900s paintings~Paintings by Pierre-Auguste Renoir in the Musée de l'Orangerie~Paintings of Claude Renoir by Pierre-Auguste Renoir~Hair fashion",images/ pierreaugusterenoir_00005733.jpg,http://upload.wikimedia.org/wikipedia/commons/b/be/Pierre-Auguste_Renoir_-_Coco_jouant.jpg,http://commons.wikimedia.org/wiki/File:Pierre-Auguste_Renoir_-_Coco_jouant.jpg
,Paul Gauguin,paulgauguin,French: Cavaliers sur la plage (I),1902,oil on canvas,65.6 × 75.9 cm (25.8 × 29.9 in),1900s paintings by Paul Gauguin~Paintings in the Museum Folkwang~Polynesia by Paul Gauguin~Paintings by Paul Gauguin in Germany~Post-Impressionist paintings of horses~1902 paintings,images/ paulgauguin_00005734.jpg,http://upload.wikimedia.org/wikipedia/commons/f/ff/Paul_Gauguin_105.jpg,http://commons.wikimedia.org/wiki/File:Paul_Gauguin_105.jpg
,Paul Gauguin,paulgauguin,French: Cavaliers sur la plage (I),1902,oil on canvas,65.6 × 75.9 cm (25.8 × 29.9 in),1900s paintings by Paul Gauguin~Paintings in the Museum Folkwang~Polynesia by Paul Gauguin~Paintings by Paul Gauguin in Germany~Post-Impressionist paintings of horses~1902 paintings,images/ paulgauguin_00005735.jpg,http://upload.wikimedia.org/wikipedia/commons/f/ff/Paul_Gauguin_105.jpg,http://commons.wikimedia.org/wiki/File:Paul_Gauguin_105.jpg
,Francesco Albani,francescoalbani,Ecstasy of Mary Magdalene,circa 1634,oil on canvas,243 × 189 cm (95.7 × 74.4 in),Francesco Albani~Italian paintings in the Museu Nacional de Belas Artes~1634 paintings~Baroque paintings in Brazil~17th-century paintings in Brazil~17th-century paintings of Mary Magdalene,images/ francescoalbani_00005736.JPG,http://upload.wikimedia.org/wikipedia/commons/6/63/Francesco_Albani_-_%C3%8Axtase_de_Santa_Maria_Madalena.JPG,http://commons.wikimedia.org/wiki/File:Francesco_Albani_-_%C3%8Axtase_de_Santa_Maria_Madalena.JPG
,Francesco Albani,francescoalbani,Ecstasy of Mary Magdalene,circa 1634,oil on canvas,243 × 189 cm (95.7 × 74.4 in),Francesco Albani~Italian paintings in the Museu Nacional de Belas Artes~1634 paintings~Baroque paintings in Brazil~17th-century paintings in Brazil~17th-century paintings of Mary Magdalene,images/ francescoalbani_00005737.JPG,http://upload.wikimedia.org/wikipedia/commons/6/63/Francesco_Albani_-_%C3%8Axtase_de_Santa_Maria_Madalena.JPG,http://commons.wikimedia.org/wiki/File:Francesco_Albani_-_%C3%8Axtase_de_Santa_Maria_Madalena.JPG
,Paul Gauguin,paulgauguin, Français : Nature Morte à la Cruche d'Argile et Tasse en Fer Català: Natura morta amb gerra d'argila i tassa de ferro English: Wood Tankard and Metal Pitcher,1880,oil on canvas,62.9 × 52.1 cm (24.8 × 20.5 in),1880 paintings~Paintings by Paul Gauguin in the Art Institute of Chicago~Still life paintings by Paul Gauguin~1880s paintings by Paul Gauguin~1880s still-life paintings,images/ paulgauguin_00005738.jpg,http://upload.wikimedia.org/wikipedia/commons/6/63/Gauguin_-_Nature_Morte_%C3%A0_la_Cruche_d%27Argile_et_Tasse_en_Fer.jpg,http://commons.wikimedia.org/wiki/File:Gauguin_-_Nature_Morte_%C3%A0_la_Cruche_d%27Argile_et_Tasse_en_Fer.jpg
,Paul Gauguin,paulgauguin, Français : Nature Morte à la Cruche d'Argile et Tasse en Fer Català: Natura morta amb gerra d'argila i tassa de ferro English: Wood Tankard and Metal Pitcher,1880,oil on canvas,62.9 × 52.1 cm (24.8 × 20.5 in),1880 paintings~Paintings by Paul Gauguin in the Art Institute of Chicago~Still life paintings by Paul Gauguin~1880s paintings by Paul Gauguin~1880s still-life paintings,images/ paulgauguin_00005739.jpg,http://upload.wikimedia.org/wikipedia/commons/6/63/Gauguin_-_Nature_Morte_%C3%A0_la_Cruche_d%27Argile_et_Tasse_en_Fer.jpg,http://commons.wikimedia.org/wiki/File:Gauguin_-_Nature_Morte_%C3%A0_la_Cruche_d%27Argile_et_Tasse_en_Fer.jpg
,Eugène Delacroix,eugenedelacroix,Self-portrait,circa 1816,oil on canvas,60.5 × 50.5 cm (23.8 × 19.9 in),Portrait paintings by Eugène Delacroix~Paintings in the Musée des Beaux-Arts de Rouen~Self-portraits by Eugène Delacroix~Self-portrait paintings~Romantic paintings from France~1810s portrait paintings,images/ eugenedelacroix_00005740.jpg,http://upload.wikimedia.org/wikipedia/commons/9/9a/Delacroix-autoportrait-rouen.jpg,http://commons.wikimedia.org/wiki/File:Delacroix-autoportrait-rouen.jpg
,Eugène Delacroix,eugenedelacroix,Self-portrait,circa 1816,oil on canvas,60.5 × 50.5 cm (23.8 × 19.9 in),Portrait paintings by Eugène Delacroix~Paintings in the Musée des Beaux-Arts de Rouen~Self-portraits by Eugène Delacroix~Self-portrait paintings~Romantic paintings from France~1810s portrait paintings,images/ eugenedelacroix_00005741.jpg,http://upload.wikimedia.org/wikipedia/commons/9/9a/Delacroix-autoportrait-rouen.jpg,http://commons.wikimedia.org/wiki/File:Delacroix-autoportrait-rouen.jpg
,Frédéric Soulacroix,fredericsoulacroix,Flirtation,Unknown date,oil on canvas,65 x 85.7 cm,"Frédéric Soulacroix~Regency revival genre paintings~Paintings of couples, female lying, male sitting~Resting in art~Pink clothing in art~Feathered headdresses in art (male)~Paintings of people in nature~People with water in art~Flirting~Females with pink dresses in art~Pink hats in art~Paintings of women in hammocks",images/ fredericsoulacroix_00005742.jpg,http://upload.wikimedia.org/wikipedia/commons/4/47/Fr%C3%A9d%C3%A9ric_Soulacroix_-_Flirtation.jpg,http://commons.wikimedia.org/wiki/File:Fr%C3%A9d%C3%A9ric_Soulacroix_-_Flirtation.jpg
,Frédéric Soulacroix,fredericsoulacroix,Flirtation,Unknown date,oil on canvas,65 x 85.7 cm,"Frédéric Soulacroix~Regency revival genre paintings~Paintings of couples, female lying, male sitting~Resting in art~Pink clothing in art~Feathered headdresses in art (male)~Paintings of people in nature~People with water in art~Flirting~Females with pink dresses in art~Pink hats in art~Paintings of women in hammocks",images/ fredericsoulacroix_00005743.jpg,http://upload.wikimedia.org/wikipedia/commons/4/47/Fr%C3%A9d%C3%A9ric_Soulacroix_-_Flirtation.jpg,http://commons.wikimedia.org/wiki/File:Fr%C3%A9d%C3%A9ric_Soulacroix_-_Flirtation.jpg
taken with camera,Gustave Courbet,gustavecourbet, Deutsch: Genfersee_bei_Sonnenuntergang,1876,oil on canvas,74 × 100 cm (29.1 × 39.4 in),1870s paintings by Gustave Courbet~Paintings by Gustave Courbet in Switzerland~Paintings of Lake Geneva~Kunstmuseum St. Gallen~Sailboats in art~Sunsets in art~1876 paintings~1870s landscape paintings~Lakes at sunset,images/ gustavecourbet_00005744.jpg,http://upload.wikimedia.org/wikipedia/commons/1/12/Courbet_Genfersee_bei_Sonnenuntergang_1876.jpg,http://commons.wikimedia.org/wiki/File:Courbet_Genfersee_bei_Sonnenuntergang_1876.jpg
taken with camera,Gustave Courbet,gustavecourbet, Deutsch: Genfersee_bei_Sonnenuntergang,1876,oil on canvas,74 × 100 cm (29.1 × 39.4 in),1870s paintings by Gustave Courbet~Paintings by Gustave Courbet in Switzerland~Paintings of Lake Geneva~Kunstmuseum St. Gallen~Sailboats in art~Sunsets in art~1876 paintings~1870s landscape paintings~Lakes at sunset,images/ gustavecourbet_00005745.jpg,http://upload.wikimedia.org/wikipedia/commons/1/12/Courbet_Genfersee_bei_Sonnenuntergang_1876.jpg,http://commons.wikimedia.org/wiki/File:Courbet_Genfersee_bei_Sonnenuntergang_1876.jpg
,Frédéric Bazille,fredericbazille, Français : L'Atelier de la rue de la Condamine Deutsch: Das Atelier des Künstlers in der Rue de la Condamine English: Studio from rue de la Condamine,1870,oil on canvas,98 × 128.5 cm (38.6 × 50.6 in),Paintings by Frédéric Bazille~Paintings in Musée d'Orsay~1870 paintings~Paintings in art~Paintings of Paris artist's studio interiors~Rue La Condamine (Paris),images/ fredericbazille_00005746.jpg,http://upload.wikimedia.org/wikipedia/commons/2/25/Fr%C3%A9d%C3%A9ric_Bazille_-_L%27Atelier_de_la_rue_de_la_Condamine.jpg,http://commons.wikimedia.org/wiki/File:Fr%C3%A9d%C3%A9ric_Bazille_-_L%27Atelier_de_la_rue_de_la_Condamine.jpg
,Frédéric Bazille,fredericbazille, Français : L'Atelier de la rue de la Condamine Deutsch: Das Atelier des Künstlers in der Rue de la Condamine English: Studio from rue de la Condamine,1870,oil on canvas,98 × 128.5 cm (38.6 × 50.6 in),Paintings by Frédéric Bazille~Paintings in Musée d'Orsay~1870 paintings~Paintings in art~Paintings of Paris artist's studio interiors~Rue La Condamine (Paris),images/ fredericbazille_00005747.jpg,http://upload.wikimedia.org/wikipedia/commons/2/25/Fr%C3%A9d%C3%A9ric_Bazille_-_L%27Atelier_de_la_rue_de_la_Condamine.jpg,http://commons.wikimedia.org/wiki/File:Fr%C3%A9d%C3%A9ric_Bazille_-_L%27Atelier_de_la_rue_de_la_Condamine.jpg
,Carl Gustav Carus,carlcarus,Geognostic Landscape,1820,oil on canvas,91.5 × 133 cm (36 × 52.4 in),Paintings by Carl Gustav Carus~Paintings in the Staatsgalerie Stuttgart~Zittau Mountains~1820s landscape paintings~Landscape paintings of Germany~19th-century mountain paintings,images/ carlcarus_00005748.jpg,http://upload.wikimedia.org/wikipedia/commons/4/48/Carl_Gustav_Carus_-_Geognostische_Landschaft_%281820%29.jpg,http://commons.wikimedia.org/wiki/File:Carl_Gustav_Carus_-_Geognostische_Landschaft_(1820).jpg
,Carl Gustav Carus,carlcarus,Geognostic Landscape,1820,oil on canvas,91.5 × 133 cm (36 × 52.4 in),Paintings by Carl Gustav Carus~Paintings in the Staatsgalerie Stuttgart~Zittau Mountains~1820s landscape paintings~Landscape paintings of Germany~19th-century mountain paintings,images/ carlcarus_00005749.jpg,http://upload.wikimedia.org/wikipedia/commons/4/48/Carl_Gustav_Carus_-_Geognostische_Landschaft_%281820%29.jpg,http://commons.wikimedia.org/wiki/File:Carl_Gustav_Carus_-_Geognostische_Landschaft_(1820).jpg
,Ivan Shishkin,ivanshishkin, Հայերեն: Անտառում English: In the forest Русский: Вудс,1864,oil on canvas,105 × 140 cm (41.3 × 55.1 in),Paintings by Ivan Shishkin~Russian art collection in National Gallery of Armenia~Landscape paintings from Russia~Paintings of forests~1864 paintings~1860s landscape paintings,images/ ivanshishkin_00005750.jpg,http://upload.wikimedia.org/wikipedia/commons/8/84/Ivan_Shishkin._In_the_forest.jpg,http://commons.wikimedia.org/wiki/File:Ivan_Shishkin._In_the_forest.jpg
,Ivan Shishkin,ivanshishkin, Հայերեն: Անտառում English: In the forest Русский: Вудс,1864,oil on canvas,105 × 140 cm (41.3 × 55.1 in),Paintings by Ivan Shishkin~Russian art collection in National Gallery of Armenia~Landscape paintings from Russia~Paintings of forests~1864 paintings~1860s landscape paintings,images/ ivanshishkin_00005751.jpg,http://upload.wikimedia.org/wikipedia/commons/8/84/Ivan_Shishkin._In_the_forest.jpg,http://commons.wikimedia.org/wiki/File:Ivan_Shishkin._In_the_forest.jpg
taken with camera,Rembrandt Peale,rembrandtpeale, English: Self-Portrait,1828,oil on canvas,48.3 × 36.8 cm (19 × 14.5 in),Painters from the United States~Art of the United States~Rembrandt Peale~Self-portraits of men~Portraits of men~1820s portrait paintings~Portrait paintings of men with glasses~Men with glasses~1828 paintings~American paintings in the Detroit Institute of Arts~Front view portrait paintings of males,images/ rembrandtpeale_00005752.jpg,http://upload.wikimedia.org/wikipedia/commons/5/55/Rembrandt_Peale_self-portrait.jpg,http://commons.wikimedia.org/wiki/File:Rembrandt_Peale_self-portrait.jpg
taken with camera,Rembrandt Peale,rembrandtpeale, English: Self-Portrait,1828,oil on canvas,48.3 × 36.8 cm (19 × 14.5 in),Painters from the United States~Art of the United States~Rembrandt Peale~Self-portraits of men~Portraits of men~1820s portrait paintings~Portrait paintings of men with glasses~Men with glasses~1828 paintings~American paintings in the Detroit Institute of Arts~Front view portrait paintings of males,images/ rembrandtpeale_00005753.jpg,http://upload.wikimedia.org/wikipedia/commons/5/55/Rembrandt_Peale_self-portrait.jpg,http://commons.wikimedia.org/wiki/File:Rembrandt_Peale_self-portrait.jpg
,Antônio Parreiras,antonioparreiras,"Study for ""Frei Caneca""",circa 1918,oil on canvas,77 × 96.2 cm (30.3 × 37.9 in),History paintings by Antônio Parreiras~1918 paintings~1910s paintings by Antônio Parreiras~Paintings by Antônio Parreiras in the Museu Antônio Parreiras~Brazil in history paintings~History of Pernambuco,images/ antonioparreiras_00005754.jpg,http://upload.wikimedia.org/wikipedia/commons/c/c0/Ant%C3%B4nio_Parreiras_-_Estudo_para_Frei_Caneca.jpg,http://commons.wikimedia.org/wiki/File:Ant%C3%B4nio_Parreiras_-_Estudo_para_Frei_Caneca.jpg
,Antônio Parreiras,antonioparreiras,"Study for ""Frei Caneca""",circa 1918,oil on canvas,77 × 96.2 cm (30.3 × 37.9 in),History paintings by Antônio Parreiras~1918 paintings~1910s paintings by Antônio Parreiras~Paintings by Antônio Parreiras in the Museu Antônio Parreiras~Brazil in history paintings~History of Pernambuco,images/ antonioparreiras_00005755.jpg,http://upload.wikimedia.org/wikipedia/commons/c/c0/Ant%C3%B4nio_Parreiras_-_Estudo_para_Frei_Caneca.jpg,http://commons.wikimedia.org/wiki/File:Ant%C3%B4nio_Parreiras_-_Estudo_para_Frei_Caneca.jpg
,Paul Gauguin,paulgauguin,Paysage aux troncs bleus,1892,oil on canvas,72.6 × 46.6 cm (28.6 × 18.3 in),Paintings by Paul Gauguin~1890s paintings by Paul Gauguin~Paintings by Paul Gauguin - location missing~Polynesia by Paul Gauguin~1890s landscape paintings~Post-Impressionist landscape paintings,images/ paulgauguin_00005756.jpg,http://upload.wikimedia.org/wikipedia/commons/0/0b/Paul_Gauguin_-_Paysage_aux_troncs_bleus_%281892%29.jpg,http://commons.wikimedia.org/wiki/File:Paul_Gauguin_-_Paysage_aux_troncs_bleus_(1892).jpg
,Paul Gauguin,paulgauguin,Paysage aux troncs bleus,1892,oil on canvas,72.6 × 46.6 cm (28.6 × 18.3 in),Paintings by Paul Gauguin~1890s paintings by Paul Gauguin~Paintings by Paul Gauguin - location missing~Polynesia by Paul Gauguin~1890s landscape paintings~Post-Impressionist landscape paintings,images/ paulgauguin_00005757.jpg,http://upload.wikimedia.org/wikipedia/commons/0/0b/Paul_Gauguin_-_Paysage_aux_troncs_bleus_%281892%29.jpg,http://commons.wikimedia.org/wiki/File:Paul_Gauguin_-_Paysage_aux_troncs_bleus_(1892).jpg
,José Ferraz de Almeida Júnior,josejúnior, English: The Brazilian lumberjack Português: O Derrubador Brasileiro Deutsch: Brasilianischer Holzfäller,1875,oil on canvas,227 × 182 cm (89.4 × 71.7 in),1870s paintings by Almeida Júnior~Toplessness in art~1875 paintings~Brazilian paintings in the Museu Nacional de Belas Artes~Sitting men~Academic paintings in Brazil~Romantic paintings in Brazil~Topless people sitting with legs wide open,images/ josejúnior_00005758.jpg,http://upload.wikimedia.org/wikipedia/commons/8/85/Derrubador.jpg,http://commons.wikimedia.org/wiki/File:Derrubador.jpg
,José Ferraz de Almeida Júnior,josejúnior, English: The Brazilian lumberjack Português: O Derrubador Brasileiro Deutsch: Brasilianischer Holzfäller,1875,oil on canvas,227 × 182 cm (89.4 × 71.7 in),1870s paintings by Almeida Júnior~Toplessness in art~1875 paintings~Brazilian paintings in the Museu Nacional de Belas Artes~Sitting men~Academic paintings in Brazil~Romantic paintings in Brazil~Topless people sitting with legs wide open,images/ josejúnior_00005759.jpg,http://upload.wikimedia.org/wikipedia/commons/8/85/Derrubador.jpg,http://commons.wikimedia.org/wiki/File:Derrubador.jpg
taken with camera,José Teófilo de Jesus,josejesus,Saint Rita,18th century,oil on canvas,209 × 106 cm (82.3 × 41.7 in),José Teófilo de Jesus~18th-century paintings of Christian saints~Baroque paintings from Brazil~18th-century paintings from Brazil~Paintings in the Museu Afro Brasil~Paintings of Saint Rita of Cascia,images/ josejesus_00005760.jpg,http://upload.wikimedia.org/wikipedia/commons/f/f3/Jos%C3%A9_Te%C3%B3filo_de_Jesus_-_Santa_Rita.jpg,http://commons.wikimedia.org/wiki/File:Jos%C3%A9_Te%C3%B3filo_de_Jesus_-_Santa_Rita.jpg
